vulnerability_type,fault_type,phase,avg_cpu,max_cpu,avg_memory,max_memory,avg_temp_deviation,max_temp_deviation,avg_latency_ms,max_latency_ms,avg_reporting_interval,interval_stability,network_egress_rate,measurements
bola,none,baseline,1.4791666666666665,6.0,32.493750000000006,32.73,0.44571431432451514,1.9800000000000004,6079.973508740069,10000.0,5.000125107557877,2.7233675372335895e-05,,24
bola,none,event,1.375,6.0,32.510000000000005,32.73,0.5257142766316732,6.080000000000002,6079.973531562096,10000.0,5.000117710658482,2.880350326223212e-05,,36
bola,none,recovery,1.625,6.0,32.510000000000005,32.73,0.4250595231283277,1.5400000000000027,6079.973508740069,10000.0,5.000125107557877,2.7233675372335895e-05,,24
bola,stuck,baseline,0.9166666666666665,6.0,32.510000000000005,32.73,1.0006547718956358,13.629999999999999,6079.973629531163,10000.0,5.000120339186295,2.501364175822536e-05,,24
bola,stuck,event,1.0555555555555556,6.0,32.510000000000005,32.73,0.994444418407622,7.969999999999999,6079.973628231033,10000.0,5.000162131445748,0.00012766866323471663,,36
bola,stuck,recovery,1.8125,6.0,32.510000000000005,32.73,0.9494642693655833,2.969999999999999,6079.973629531163,10000.0,5.000120339186295,2.501364175822536e-05,,24
bola,drift,baseline,0.8958333333333333,6.0,32.510000000000005,32.73,1.111904777345203,7.870000610351564,6079.973947660984,10000.0,5.000170997951342,0.0001795375716462567,,24
bola,drift,event,1.0138888888888888,6.0,32.510000000000005,32.73,2.5565079468015646,12.419999999999998,6079.973879823355,10000.0,5.00015413420541,0.00012676357532190525,,36
bola,drift,recovery,1.68125,6.0,32.510000000000005,32.73,4.224166678928193,17.779999999999998,6079.973947660984,10000.0,5.000170997951342,0.0001795375716462567,,24
bola,spike,baseline,1.3125,6.0,32.510000000000005,32.73,26.35761902491252,232.36,6079.9741076975015,10000.0,5.000110066455344,3.1252004428553734e-05,,24
bola,spike,event,1.3888888888888888,6.0,32.510000000000005,32.73,27.546507948920844,230.26999999999998,6079.974026491516,10000.0,5.000116722924369,3.16581273667633e-05,,36
bola,spike,recovery,1.375,6.0,32.510000000000005,32.73,28.7772023827689,229.57000000000002,6079.9741076975015,10000.0,5.000110066455344,3.1252004428553734e-05,,24
bola,dropout,baseline,1.3541666666666667,4.0,32.510000000000005,32.73,0.9520833265213737,8.0,6079.973777799656,10000.0,5.000119416610055,3.173611646922991e-05,,24
bola,dropout,event,1.7222222222222223,6.0,32.510000000000005,32.73,0.968650794559055,9.5,6079.973784693623,10000.0,5.000118459974017,3.0182624519791323e-05,,36
bola,dropout,recovery,1.4166666666666665,6.0,32.510000000000005,32.73,0.9810714317503428,9.279999999999998,6079.973777799656,10000.0,5.000119416610055,3.173611646922991e-05,,24
