vulnerability_type,fault_type,phase,avg_cpu,max_cpu,avg_memory,max_memory,avg_temp_deviation,max_temp_deviation,avg_latency_ms,max_latency_ms,avg_reporting_interval,interval_stability,network_egress_rate,measurements
bola,none,baseline,0.9791666666666667,4.0,32.0575,32.85,24.65386905352275,227.39,6080.005730964619,10000.0,5.000120795291403,3.468512020542348e-05,,24
bola,none,event,1.5000000000000002,6.0,32.0575,32.85,28.063214268457322,228.29,6080.005751296166,10000.0,5.0001167297363285,3.3737013058610724e-05,,36
bola,none,recovery,1.875,6.0,32.0575,32.85,28.610238103866575,230.02,6080.005730964619,10000.0,5.000120795291403,3.468512020542348e-05,,24
bola,stuck,baseline,0.8958333333333333,6.0,32.0575,32.85,28.713452380498246,228.97,6080.005590334963,10000.0,5.000128486882085,5.326573506403238e-05,,24
bola,stuck,event,1.0277777777777777,6.0,32.0575,32.85,29.705119071839345,227.65,6080.005591177837,10000.0,5.000127015795027,4.706090036373933e-05,,36
bola,stuck,recovery,2.125,6.0,32.0575,32.85,33.727619082587104,227.78,6080.005590334963,10000.0,5.000128486882085,5.326573506403238e-05,,24
bola,drift,baseline,1.2291666666666667,6.0,32.0575,32.85,19.714226204100108,228.74,6080.005393722394,10000.0,5.000123842902806,3.1601571590917465e-05,,24
bola,drift,event,0.7222222222222222,6.0,32.071041666666666,32.98,32.98424603356255,237.56,6080.0054134423435,10000.0,5.0001240185328895,3.251905928013251e-05,,36
bola,drift,recovery,1.7083333333333335,8.0,32.089999999999996,32.98,20.482380946931386,227.26000000000002,6080.005393722394,10000.0,5.000123842902806,3.1601571590917465e-05,,24
bola,spike,baseline,1.2083333333333333,6.0,32.089999999999996,32.98,33.982083309264404,227.84,6080.0051783869285,10000.0,5.000105961509373,2.722355358743198e-05,,24
bola,spike,event,1.375,6.0,32.089999999999996,32.98,20.857380963885593,228.58,6080.005196729595,10000.0,5.000105237960815,2.609327021777614e-05,,36
bola,spike,recovery,1.1458333333333333,8.0,32.089999999999996,32.98,27.625773789996195,230.72000000000003,6080.0051783869285,10000.0,5.000105961509373,2.722355358743198e-05,,24
bola,dropout,baseline,1.7083333333333335,6.0,32.089999999999996,32.98,1.3866071455819267,11.420000000000002,6080.004950652205,10000.0,5.000131451565286,2.4585298060303404e-05,,24
bola,dropout,event,0.8194444444444445,6.0,32.089999999999996,32.98,1.2893650981358122,10.690000000000001,6080.004956453937,10000.0,5.000128929955618,2.445971311876621e-05,,36
bola,dropout,recovery,1.4583333333333333,4.0,32.089999999999996,32.98,1.3329166861942838,12.069999999999997,6080.004950652205,10000.0,5.000131451565286,2.4585298060303404e-05,,24
