vulnerability_type,fault_type,phase,avg_cpu,max_cpu,avg_memory,max_memory,avg_temp_deviation,max_temp_deviation,avg_latency_ms,max_latency_ms,avg_reporting_interval,interval_stability,network_egress_rate,measurements
ddos,none,baseline,1.3916666666666666,6.0,32.7,33.04,0.4786666439601355,11.910000000000004,6079.97444033272,10000.0,2.0001055992255776,2.938482290575295e-05,,60
ddos,none,event,2.686111111111111,22.0,32.699999999999996,33.04,0.42966667235843714,5.27,6079.974410416887,10000.0,2.0001124880287087,2.7781397750596843e-05,,90
ddos,none,recovery,1.4055555555555557,8.0,32.699999999999996,33.04,0.5109364989749969,9.030000000000001,6079.974410416887,10000.0,2.0001124880287087,2.7781397750596843e-05,,90
ddos,stuck,baseline,1.2416666666666667,4.0,32.7,33.04,1.0844762086414153,4.0,6079.974176440934,10000.0,2.0001313443911277,2.2526435413845937e-05,,60
ddos,stuck,event,2.491111111111111,22.0,32.716333333333324,33.16,0.8796825559101402,12.729999999999999,6079.974170684713,10000.0,2.0001227641373536,2.5292812114563502e-05,,90
ddos,stuck,recovery,1.7555555555555555,6.0,32.72999999999999,33.16,0.6447618892609126,11.810000000000002,6079.974170684713,10000.0,2.0001227641373536,2.5292812114563502e-05,,90
ddos,drift,baseline,1.1116666666666666,7.4,32.730000000000004,33.16,1.339690476917085,6.760000000000002,6079.973830245971,10000.0,2.0001249515404136,2.740015998065469e-05,,60
ddos,drift,event,2.5619444444444444,22.0,32.72999999999999,33.16,3.391126975892082,13.820000000000004,6079.973820551158,10000.0,2.000128681740064,2.627966121837472e-05,,90
ddos,drift,recovery,1.2222222222222223,6.0,32.7498611111111,33.29,4.654825412205288,18.43,6079.973820551158,10000.0,2.000128681740064,2.627966121837472e-05,,90
ddos,spike,baseline,1.2166666666666668,6.0,32.7785,33.41,27.840166711171467,230.34,6079.973732056472,10000.0,2.0001115516080694,2.9476243165311153e-05,,60
ddos,spike,event,2.496388888888889,20.0,32.79249999999999,33.41,30.236904764447893,232.01,6079.973744977625,10000.0,2.0001115906104614,3.044625230957757e-05,,90
ddos,spike,recovery,0.6388888888888888,4.0,32.808749999999996,33.54,34.037333332727826,237.48999999999998,6079.973744977625,10000.0,2.0001115906104614,3.044625230957757e-05,,90
ddos,dropout,baseline,1.9916666666666667,6.0,32.825,33.54,0.725214254288446,10.530000000000001,6079.974127679056,10000.0,2.000125626386222,2.714500817901893e-05,,60
ddos,dropout,event,2.6799999999999997,22.0,32.824999999999996,33.54,0.7531746030535016,5.940000000000001,6079.974116016318,10000.0,2.000124759888381,2.648054483111133e-05,,90
ddos,dropout,recovery,1.172222222222222,8.0,32.824999999999996,33.54,0.552507960122729,8.46,6079.974116016318,10000.0,2.000124759888381,2.648054483111133e-05,,90
