vulnerability_type,fault_type,phase,avg_cpu,max_cpu,avg_memory,max_memory,avg_temp_deviation,max_temp_deviation,avg_latency_ms,max_latency_ms,avg_reporting_interval,interval_stability,network_egress_rate,measurements
resource_exhaustion,none,baseline,1.525,4.0,31.587500000000006,33.89,0.555499997820173,1.8499999999999979,6079.980946393652,10000.0,2.0001094664557506,2.948589586128902e-05,,60
resource_exhaustion,none,event,1.5446666666666666,23.7,30.424600000000005,45.74,0.5378571393694198,12.809999999999999,6079.9809442086225,10000.0,2.000111930322327,2.9803126784137855e-05,,150
resource_exhaustion,none,recovery,1.0125,6.0,30.58750000000001,34.02,0.5404642878032865,7.379999999999999,6079.980944017693,10000.0,2.000108284108779,2.97906108100018e-05,,120
resource_exhaustion,stuck,baseline,1.3833333333333333,6.0,30.666,34.02,0.8491666330610006,10.810000000000002,6079.981235973083,10000.0,2.00009632514695,2.3765247509764566e-05,,60
resource_exhaustion,stuck,event,1.3623333333333334,20.3,34.627100000000006,49.23,0.5558095078967865,10.099999999999998,6079.981234791864,10000.0,2.0001184716320677,3.837532373084694e-05,,150
resource_exhaustion,stuck,recovery,1.1833333333333333,4.0,36.30500000000001,49.23,0.8716786026727589,9.860000000000003,6079.981234439757,10000.0,2.000116252097763,4.158270064282459e-05,,120
resource_exhaustion,drift,baseline,1.0833333333333333,6.0,36.30500000000001,49.23,1.2609761968340192,5.5,6079.981676972985,10000.0,2.000111462706226,2.580939089069078e-05,,60
resource_exhaustion,drift,event,1.3418333333333334,21.8,34.93701666666667,49.36,2.432190480840774,15.420000000000002,6079.981676325929,10000.0,2.0001164538748313,2.6891571820473703e-05,,150
resource_exhaustion,drift,recovery,1.7041666666666666,6.0,36.337500000000006,49.36,5.013976188932146,27.11,6079.981675377911,10000.0,2.0001189107654476,2.603707992520825e-05,,120
resource_exhaustion,spike,baseline,0.9000000000000001,6.0,36.337500000000006,49.36,27.080309512002128,231.17000000000002,6079.981666088384,10000.0,2.000102443210149,2.9456476827086842e-05,,60
resource_exhaustion,spike,event,1.1170212765957448,6.0,26.0979255319149,49.36,3.3683586412795044,230.91,6079.9816656420735,10000.0,2.0001010687454888,2.8508929476245464e-05,,47
