timestamp,reported_temp,actual_temp,event,cpu_usage,relative_time
1746772280.2890506,22.03,21.74,Normal Operation,0,0.0
1746772285.331637,22.33,22.12,Normal Operation,0,5.042586326599121
1746772290.427132,22.61,23.04,Normal Operation,0,10.138081312179565
1746772295.6917524,22.91,22.94,Normal Operation,0,15.40270185470581
1746772300.7335799,22.78,22.87,Normal Operation,0,20.44452929496765
1746772305.7752774,23.06,22.64,Normal Operation,0,25.486226797103882
1746772310.8613942,22.07,22.03,Heatwave,0,30.572343587875366
1746772315.9590816,39.63,39.40117426269037,Heatwave,0,35.67003107070923
1746772321.033987,33.79,34.01223870281781,Heatwave,0,40.74493646621704
1746772326.0851927,35.81,35.52819377495835,Heatwave,0,45.79614210128784
1746772331.143858,33.73,33.76705579707142,Heatwave,0,50.85480737686157
1746772336.1956584,40.0,39.94272867450914,Heatwave,0,55.90660786628723
1746772341.383852,24.51,39.60921560255602,Attack Active,0,61.09480142593384
1746772346.4890358,24.51,39.569965758432545,Attack Active,0,66.19998526573181
1746772351.5662074,24.51,39.34982497682131,Attack Active,0,71.27715682983398
1746772356.6086073,24.51,41.25611105087391,Attack Active,0,76.31955671310425
1746772361.6970706,24.51,41.54967581988973,Attack Active,0,81.40802001953125
1746772366.7467232,24.51,35.82691307887506,Attack Active,0,86.45767259597778
1746772371.79893,24.51,40.612359990370095,Attack Active,0,91.50987935066223
1746772376.8446262,24.51,42.43420521365233,Attack Active,0,96.55557560920715
1746772381.9061472,24.51,41.80498996236214,Attack Active,0,101.61709666252136
1746772386.9521892,24.51,42.964288765258146,Attack Active,0,106.66313862800598
1746772392.0196323,24.51,34.4514072070543,Attack Active,0,111.7305817604065
1746772397.0699725,24.51,39.181874743139495,Attack Active,0,116.78092193603516
