vulnerability_type,fault_type,detection_probability,cpu_increase_percent,memory_increase_percent,temp_deviation_increase_percent,latency_increase_percent,reporting_interval_change_percent,interval_stability_change_percent,network_rate_increase_percent,recovery_cpu_ratio,recovery_memory_ratio,recovery_latency_ratio,recovery_interval_ratio
ddos,none,,97.73049645390068,0.23152949519122945,12.164158698204597,-1.1568346280910191e-08,0.00016344009035051954,1.8480881053940523,,0.6666666666666666,1.0035385365421263,0.9999999998843165,1.0000016344009035
ddos,stuck,,118.66141732283464,0.0710871214125719,2.368677767861449,-1.0788980819853577e-08,7.240189805468589e-05,2.7300349664022283,,1.506561679790026,1.0010319098269567,0.9999999998921102,1.0000007240189805
ddos,drift,,199.92982456140348,0.07929585282691054,148.70677491899383,4.543521114896976e-09,2.682350352944951e-05,-1.576057722246127,,1.7824561403508772,1.000951550233923,1.0000000000454352,1.0000002682350353
ddos,spike,,70.03853564547207,2.220446049250313e-14,-1.3467118078416718,-1.5215317894501368e-08,-0.00020446666005868863,0.560537744618661,,0.7938342967244703,1.0000000000000002,0.9999999998478468,0.9999979553333994
ddos,dropout,,88.12080536912752,2.220446049250313e-14,38.01594190854198,-1.2556522488438304e-08,3.972674411656385e-07,8.297830033902187,,1.181208053691275,1.0000000000000002,0.9999999998744348,1.0000000039726744
