vulnerability_type,fault_type,phase,avg_cpu,max_cpu,avg_memory,max_memory,avg_temp_deviation,max_temp_deviation,avg_latency_ms,max_latency_ms,avg_reporting_interval,interval_stability,network_egress_rate,measurements
ddos,none,baseline,1.1083333333333332,6.0,32.714999999999996,32.98,0.8478095205397833,11.629999999999999,6080.002935958158,10000.0,2.000127953998113,2.6996789079224894e-05,,60
ddos,none,event,2.533055555555556,22.0,32.770944444444446,32.98,0.64833335404169,9.630000000000003,6080.002924150388,10000.0,2.0001237312059725,2.8442557529721798e-05,,90
ddos,none,recovery,1.6833333333333333,6.0,32.7775,32.98,0.8465714418925935,12.95,6080.002924150388,10000.0,2.0001237312059725,2.8442557529721798e-05,,90
ddos,stuck,baseline,1.2641666666666667,6.0,32.80404166666666,33.11,0.49473806090581984,8.05,6080.0026716349685,10000.0,2.0001117213297697,2.940691454259174e-05,,60
ddos,stuck,event,2.5327777777777776,22.0,32.834,33.23,0.5623809604947528,2.1099996185302743,6080.002674395832,10000.0,2.0001140364100425,2.806026178142681e-05,,90
ddos,stuck,recovery,1.288888888888889,6.0,32.85516666666666,33.36,0.6349523826478018,5.809999999999999,6080.002674395832,10000.0,2.0001140364100425,2.806026178142681e-05,,90
ddos,drift,baseline,0.9666666666666667,6.0,32.8725,33.36,0.9165476502918063,9.190000000000005,6080.002437188802,10000.0,2.0001076843778964,2.4228509287439934e-05,,60
ddos,drift,event,2.730555555555555,22.0,32.8725,33.36,1.7095079181005082,12.25,6080.002418392709,10000.0,2.0001077330514287,2.4784734216696306e-05,,90
ddos,drift,recovery,1.2530555555555556,6.0,32.8725,33.36,3.151873004610576,18.86,6080.002418392709,10000.0,2.0001077330514287,2.4784734216696306e-05,,90
ddos,spike,baseline,1.3333333333333333,6.0,32.8725,33.36,21.30085712523687,228.67000000000002,6080.002154071407,10000.0,2.000128737950729,2.6171093762158418e-05,,60
ddos,spike,event,2.6575,22.0,32.8725,33.36,18.65315871247791,227.45999999999998,6080.00214980543,10000.0,2.0001278111104215,2.5703971970729296e-05,,90
ddos,spike,recovery,2.1111111111111107,6.0,32.8725,33.36,26.306492057073683,230.62,6080.00214980543,10000.0,2.0001278111104215,2.5703971970729296e-05,,90
ddos,dropout,baseline,1.4833333333333332,8.0,32.8725,33.36,0.7849523908524286,12.99,6080.001874992293,10000.0,2.00010454452644,2.9406303575269702e-05,,60
ddos,dropout,event,2.5636111111111113,22.0,32.8725,33.36,0.7535396750313895,9.25,6080.001869857162,10000.0,2.000109913643826,2.913822831402535e-05,,90
ddos,dropout,recovery,1.1444444444444444,6.0,32.8725,33.36,0.664428573245094,7.510000000000002,6080.001869857162,10000.0,2.000109913643826,2.913822831402535e-05,,90
