vulnerability_type,fault_type,phase,avg_cpu,max_cpu,avg_memory,max_memory,avg_temp_deviation,max_temp_deviation,avg_latency_ms,max_latency_ms,avg_reporting_interval,interval_stability,network_egress_rate,measurements
command_injection,none,baseline,0.9666666666666667,4.0,32.055,33.64,0.5903810170491532,1.4200000000000017,6079.9796800867925,10000.0,2.0001246077673778,3.035330296537716e-05,,15
command_injection,none,install,0.9741666666666666,5.4,27.393875,33.64,0.6951428827558249,6.289999999999999,6079.979679149171,10000.0,2.000112703291036,2.881656462625103e-05,,60
command_injection,none,shell,0.6216666666666666,4.0,29.88469444444445,33.64,0.70831747642396,7.119999999999997,6079.979674400293,10000.0,2.0001097073715726,3.0746646266713674e-05,,90
command_injection,none,recovery,0.6333333333333333,4.0,31.449083333333327,33.64,0.5112857596987769,1.9299999999999997,6079.979671284815,10000.0,2.000123073314798,2.642307537612669e-05,,30
command_injection,stuck,baseline,0.8999999999999999,4.0,32.11250000000001,33.64,0.5432381032307941,2.030000000000001,6079.979668013456,10000.0,2.0001213209969655,2.7141036301758664e-05,,15
command_injection,stuck,install,0.7833333333333333,4.0,25.29970833333334,33.64,0.45228573517572324,1.8500000000000014,6079.979671709494,10000.0,2.0001014976178184,2.3223530608031648e-05,,60
command_injection,stuck,shell,0.7847222222222222,4.0,29.88183333333334,33.64,0.6937301923963762,11.78,6079.979667871013,10000.0,2.000107443734501,2.7175771980929614e-05,,90
command_injection,stuck,recovery,1.05,6.0,31.6425,33.64,0.6174761752174015,1.8399999999999999,6079.979664552352,10000.0,2.000096485532563,2.4764632197038896e-05,,30
command_injection,drift,baseline,0.1,2.0,32.0775,33.64,1.1279047619047617,8.7,6079.979660537917,10000.0,2.0001372609819685,2.209458623635645e-05,,15
command_injection,drift,install,0.95,6.0,28.149666666666672,33.64,1.3832619220188682,6.329999999999998,6079.979659189092,10000.0,2.000099974163508,4.420182015048522e-05,,60
command_injection,drift,shell,1.0055555555555555,4.0,29.746805555555557,33.64,2.811317458137633,11.499998626708983,6079.979761783503,10000.0,2.000109977936477,2.8808286524099967e-05,,90
command_injection,drift,recovery,1.6333333333333333,6.0,31.452499999999997,33.64,3.008095233735584,13.670000000000002,6079.979805177008,10000.0,2.000122678690943,2.9200451407283137e-05,,30
command_injection,spike,baseline,1.0333333333333334,4.0,32.07016666666667,33.64,18.746952373686295,235.86,6079.979803978788,10000.0,2.0001165696552823,2.4361304599389954e-05,,15
command_injection,spike,install,0.8500000000000001,4.0,27.763500000000004,33.64,20.955738098689487,229.39,6079.979955398011,10000.0,2.000109599808515,2.8579208984273326e-05,,60
command_injection,spike,shell,0.9277777777777778,4.0,29.785500000000003,33.64,26.521857157147117,231.55,6079.980109931938,10000.0,2.0001135006379545,2.9663798389535372e-05,,90
command_injection,spike,recovery,1.3833333333333333,8.0,31.4625,33.64,30.965428545270647,230.93,6079.980107353083,10000.0,2.0001116785509834,2.8132635416575128e-05,,30
command_injection,dropout,baseline,1.7666666666666666,6.0,32.087500000000006,33.64,0.5619999527704148,1.8099999999999987,6079.98010645061,10000.0,2.000117761748178,2.683636347773353e-05,,15
command_injection,dropout,install,1.3583333333333334,6.0,28.80941666666667,33.64,0.5863095174516951,2.3100000000000023,6079.980106398419,10000.0,2.000100952083782,2.5729437886205127e-05,,60
command_injection,dropout,shell,1.1436111111111111,10.0,28.96427777777778,33.64,0.5296984206911117,2.3599999999999994,6079.980113268746,10000.0,2.0001417626155895,8.771355716939461e-05,,90
command_injection,dropout,recovery,1.2,6.0,31.3375,33.64,0.5160476412091939,1.4399999999999977,6079.980254228051,10000.0,2.0001141202860864,2.777632699158401e-05,,30
