fault_type,install_cpu_percent,install_memory_percent,install_temp_dev_percent,shell_cpu_percent,shell_memory_percent,shell_temp_dev_percent,shell_vs_install_cpu
none,0.775862068965516,-14.541023241304007,17.744788989031733,-35.6896551724138,-6.770567947451411,19.9763298563151,-36.18477331052182
stuck,-12.962962962962955,-21.215388607759188,-16.742634125653343,-12.808641975308632,-6.946412352406917,27.702785992102186,0.17730496453900457
drift,849.9999999999998,-12.244823734185417,22.639957622208208,905.5555555555555,-7.265823223270029,149.25131563324453,5.84795321637428
spike,-17.741935483870964,-13.42888769936753,11.782105597619697,-10.215053763440862,-7.123962561258912,41.47289985317229,9.15032679738561
dropout,-23.1132075471698,-10.216075834307237,4.32554568046577,-35.26729559748427,-9.733454529714757,-5.74760405584922,-15.807770961145195
