fault_type,install_cpu_percent,install_memory_percent,install_temp_dev_percent,shell_cpu_percent,shell_memory_percent,shell_temp_dev_percent,shell_vs_install_cpu
none,132.6923076923077,0.1212400245549583,5.25507394649074,18.58974358974359,0.16114180478818962,7.356053729697987,-49.03581267217631
stuck,66.66666666666666,0.0,90.3742062168558,34.56790123456792,-2.220446049250313e-14,141.3728373586314,-19.259259259259252
drift,5.434782608695654,0.07977540156178797,46.24100135396223,-18.47826086956521,0.07977540156174356,214.85443076548637,-22.680412371134018
spike,-37.500000000000014,0.0016618090709297206,2740.361562371445,-49.425287356321846,0.09970854425525033,4045.5723665255705,-19.080459770114942
dropout,-9.659090909090907,4.440892098500626e-14,-10.577448592189576,-24.99999999999999,0.0,22.727070285614737,-16.981132075471685
