vulnerability_type,fault_type,phase,avg_cpu,max_cpu,avg_memory,max_memory,avg_temp_deviation,max_temp_deviation,avg_latency_ms,max_latency_ms,avg_reporting_interval,interval_stability,network_egress_rate,measurements
resource_exhaustion,none,baseline,1.3333333333333333,6.0,32.855000000000004,33.66,0.4625952308291481,2.0,6080.007820201557,10000.0,2.0001228421421375,3.122010831278166e-05,,60
resource_exhaustion,none,event,1.5928333333333333,21.7,30.54584999999999,42.41,0.6171047579084122,11.999999999999998,6080.007753631761,10000.0,2.0001173515447834,3.107483149449302e-05,,150
resource_exhaustion,none,recovery,1.4083333333333334,6.0,30.237499999999997,32.73,0.47065476944333035,1.7399999999999984,6080.007713880924,10000.0,2.000114869670708,3.1458354491923455e-05,,120
resource_exhaustion,stuck,baseline,1.2416666666666667,6.0,30.237500000000004,32.73,0.5038571341378347,2.030000000000001,6080.043205857215,10000.0,2.0001186677965066,2.7398250288021405e-05,,60
resource_exhaustion,stuck,event,1.7548333333333335,21.7,35.37289999999999,49.56,0.5581809586297898,9.86,6080.043059924918,10000.0,2.000117471554135,2.801672106415191e-05,,150
resource_exhaustion,stuck,recovery,1.6041666666666667,6.0,36.83,49.56,0.9580118894122889,3.1400000000000006,6080.042932911131,10000.0,2.000115354521936,2.7313423867974253e-05,,120
resource_exhaustion,drift,baseline,0.75,4.0,36.85220833333334,49.69,1.5046666612170991,13.76,6080.044975643769,10000.0,2.000105890177064,2.950624548858985e-05,,60
resource_exhaustion,drift,event,1.388,21.6,32.88546666666666,49.69,2.9404476213001063,17.200000000000003,6080.044850757039,10000.0,2.0001106150198305,2.7218387505228568e-05,,150
resource_exhaustion,drift,recovery,0.9374999999999999,6.0,34.9875,42.19,3.928940476917085,26.479999999999997,6080.044730672106,10000.0,2.0001086767982033,2.710107792496665e-05,,120
resource_exhaustion,spike,baseline,1.0916666666666668,4.0,34.987500000000004,42.19,29.94366662597656,230.57999999999998,6080.042211954638,10000.0,2.000104831436933,2.948545863130965e-05,,60
resource_exhaustion,spike,event,1.24,6.0,32.10016666666666,42.19,5.394990488179525,229.88,6080.042084968575,10000.0,2.0001154073932828,3.0231236454150292e-05,,150
resource_exhaustion,spike,recovery,1.0208333333333335,6.0,32.629999999999995,32.76,0.6114642841702418,10.310000000000002,6080.041960670405,10000.0,2.0001134571908903,3.114130022703055e-05,,120
resource_exhaustion,dropout,baseline,0.7666666666666666,4.0,32.63,32.76,0.4783809645516531,2.080000000000002,6080.072364450076,10000.0,2.0001112485336043,3.146641656134491e-05,,60
resource_exhaustion,dropout,event,1.8116666666666665,21.8,30.771133333333324,51.01,0.6503809382847379,11.350000000000001,6080.072225094274,10000.0,2.0001168075023883,2.9626397191273758e-05,,150
resource_exhaustion,dropout,recovery,1.0125,8.0,30.0275,32.73,0.8269524032956079,11.459999999999997,6080.072073168968,10000.0,2.0001159896369742,3.03651076834855e-05,,120
